species,study.id,dataset.id,wild.lab,order,family,genus,trophic.group,latitude,longitude,study.location,diet,diet2,diet.details,temperature.c,temperature.variation,passage.time.h,ln.passage.time,passage.time.sd,passage.time.n,age.class,bodylength.metric,bodylength.avg.mm,ln.bodylength,bodylength.min.mm,bodylength.max.mm,bodylength.sd.mm,bodylength.n,mass.avg.g,mass.sd.g,mass.se.g,mass.min.g,mass.max.g,mass.n,reference,notes
Stegastes_planifrons,5,5A,lab,Perciformes,Pomacentridae,Stegastes,herbivore,9.5,-78.7,San Blas Archipelago Panama,diatoms,diatoms,"Asterionella, Biddulphia, Nitzschia (tile)",27.7,,6.39,1.854734268,0.24,9,adult,standard,64.9,4.172847624,50,70,6.8,128,13.81,2.8,0.25,7,15,128,"Cleveland, A., & Montgomery, W. (2003). Gut characteristics and assimilation efficiencies in two species of herbivorous damselfishes (Pomacentridae: Stegastes dorsopunicans and S. planifrons). Marine Biology, 142(1), 35–44. ",Used average weights and lengths reported for all fish within each species.  Temperature not reported so used NOAA estimate.
Stegastes_dorsopunicans,5,5B,lab,Perciformes,Pomacentridae,Stegastes,herbivore,9.5,-78.7,San Blas Archipelago Panama,diatoms,diatoms,"Asterionella, Biddulphia, Nitzschia (tile)",27.7,,7.25,1.981001469,1.690147923,6,adult,standard,58.9,4.075841091,40,60,6.7,124,8.94,4.9,0.44,7,15,124,"Cleveland, A., & Montgomery, W. (2003). Gut characteristics and assimilation efficiencies in two species of herbivorous damselfishes (Pomacentridae: Stegastes dorsopunicans and S. planifrons). Marine Biology, 142(1), 35–44. ",Used average weights and lengths reported for all fish within each species.  Temperature not reported so used NOAA estimate.
Monacanthus_chinensis,26,26A,lab,Tetradontiformes,Monacanthidae,Monacanthus,carnivore,-34,151.2,Botany Bay Australia,carnivore,carnivore,Prawns,20,,7.5,2.014903021,,32,juvenile/adult,standard,149,5.003946306,82,216,,,,,,,,,"Conacher, M. J., W. J. R. Lanzing, and A. W. D. Larkum. 1979. Ecology of Botany Bay. II. Aspects of the Feeding Ecology of the Fanbellied Leatherjacket, Monacanthus chinensis (Pisces?: Monacanthidae), in Posidonia australis Seagrass Beds in Quibray Bay, Botany Bay, New South Wales. Marine and Freshwater Research 30(3):387–400.","Took midpoint as average length from range provided.   Classified as ""adults"" since the reported range (82 mm - 216 mm) is primarily adults (>100 mm), and size had no effect on passage time in this study.  Took NOAA temp as none reported."
Brevoortia_tyrannus,31,31A,lab,Clupeiformes,Clupeidae,Brevoortia,herbivore,41.4,-71.5,Narragansett Bay Rhode Island,diatoms,diatoms,Ditylum brightwelli,20,,2.4,0.875468737,0.8,7,adult,fork,260,5.560681631,,,,,,,,,,,"Durbin, E. G., & Durbin, A. G. (1981). Assimilation efficiency and nitrogen excretion of a filter-feeding planktivore, the Atlantic menhaden, Brevoortia tyrannus (Pisces: Clupeidae). Fishery Bulletin, 79(4), 601-616.",
Pleuronectes_platessa,25,25A,lab,Pleuronectiformes,Pleuronectidae,Pleuronectes,carnivore,53.7,-4.5,Irish Sea,carnivore,carnivore,Lugworm,1,,157.4929,5.059380378,15.9584,10,adult,,290,5.669880923,280,300,,,300,,,280,320,,"Edwards, D. J. (1971). Effect of temperature on rate of passage of food through the alimentary canal of the plaice Pleuronectes platessa L. Journal of Fish Biology, 3(4), 433–439.",
Pleuronectes_platessa,25,25B,lab,Pleuronectiformes,Pleuronectidae,Pleuronectes,carnivore,53.7,-4.5,Irish Sea,carnivore,carnivore,Lugworm,5,,51.9901,3.951053316,9.3084,10,adult,,290,5.669880923,280,300,,,300,,,280,320,,"Edwards, D. J. (1971). Effect of temperature on rate of passage of food through the alimentary canal of the plaice Pleuronectes platessa L. Journal of Fish Biology, 3(4), 433–439.",
Pleuronectes_platessa,25,25C,lab,Pleuronectiformes,Pleuronectidae,Pleuronectes,carnivore,53.7,-4.5,Irish Sea,carnivore,carnivore,Lugworm,9,,35.8458,3.579226405,11.7032,11,adult,,290,5.669880923,280,300,,,300,,,280,320,,"Edwards, D. J. (1971). Effect of temperature on rate of passage of food through the alimentary canal of the plaice Pleuronectes platessa L. Journal of Fish Biology, 3(4), 433–439.",
Pleuronectes_platessa,25,25D,lab,Pleuronectiformes,Pleuronectidae,Pleuronectes,carnivore,53.7,-4.5,Irish Sea,carnivore,carnivore,Lugworm,14,,22.1174,3.096364629,7.1819,13,adult,,290,5.669880923,280,300,,,300,,,280,320,,"Edwards, D. J. (1971). Effect of temperature on rate of passage of food through the alimentary canal of the plaice Pleuronectes platessa L. Journal of Fish Biology, 3(4), 433–439.",
Pleuronectes_platessa,25,25E,lab,Pleuronectiformes,Pleuronectidae,Pleuronectes,carnivore,53.7,-4.5,Irish Sea,carnivore,carnivore,Lugworm,20,,15.5835,2.746212662,3.7244,10,adult,,290,5.669880923,280,300,,,300,,,280,320,,"Edwards, D. J. (1971). Effect of temperature on rate of passage of food through the alimentary canal of the plaice Pleuronectes platessa L. Journal of Fish Biology, 3(4), 433–439.",
Brachyistius_frenatus,20,20A,wild,Perciformes,Embioticidae,Brachyistius,carnivore,34.15,-119.9,Santa Barbara/Santa Cruz,carnivore,carnivore,Invertebrates,24.5,1.5,11,2.397895273,,,juvenile/adult,standard,92.5,4.527208645,43,142,,,,,,,,,"Bray R.N., & Ebeling A.W. (1975).  Food, activity, and habitat of three “picker-type” microcarnivorous fishes in the kelp forests off Santa Barbara, California.  Fishery Bulletin, 73(4), 815-829.",Estimated body size from range of speared specimens.
Phaenerodon_furcatus,20,20B,wild,Perciformes,Embioticidae,Phaenerodon,carnivore,34.15,-119.9,Santa Barbara/Santa Cruz,carnivore,carnivore,Invertebrates,24.5,1.5,11,2.397895273,,,juvenile/adult,standard,138.5,4.930870326,74,203,,,,,,,,,"Bray R.N., & Ebeling A.W. (1975).  Food, activity, and habitat of three “picker-type” microcarnivorous fishes in the kelp forests off Santa Barbara, California.  Fishery Bulletin, 73(4), 815-829.",Estimated body size from range of speared specimens.
Cebidichthys_violaceus,7,7B,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,macroalgae (fermenter),"Ulva lobata, Smithora naiadum, Porphyra perforata, Microcladia coulteri, Iridaea splendens, Gigartina canaliculata",15,,18.9,2.939161922,2.4,15,juvenile,standard,125,4.828313737,100,150,,,12.5,,,5,20,,"Fris, M. B., & Horn, M. H. (1993). Effects of diets of different protein content on food consumption, gut retention, protein conversion, and growth of Cebidichthys violaceus (Girard), an herbivorous fish of temperate zone marine waters. Journal of Experimental Marine Biology and Ecology, 166(2), 185–202.",Used midpoint length and weights as averages.  Only took gut retention times for the natural diet.
Cebidichthys_violaceus,7,7A,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,macroalgae (fermenter),"Ulva lobata, Smithora naiadum, Porphyra perforata, Microcladia coulteri, Iridaea splendens, Gigartina canaliculata + corn starch",15,,16.9,2.827313622,3.1,15,juvenile,standard,125,4.828313737,100,150,,,12.5,,,5,20,,"Fris, M. B., & Horn, M. H. (1993). Effects of diets of different protein content on food consumption, gut retention, protein conversion, and growth of Cebidichthys violaceus (Girard), an herbivorous fish of temperate zone marine waters. Journal of Experimental Marine Biology and Ecology, 166(2), 185–202.",
Cebidichthys_violaceus,7,7C,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,macroalgae (fermenter),"Ulva lobata, Smithora naiadum, Porphyra perforata, Microcladia coulteri, Iridaea splendens, Gigartina canaliculata + corn starch",15,,20,2.995732274,1.9,15,juvenile,standard,125,4.828313737,100,150,,,12.5,,,5,20,,"Fris, M. B., & Horn, M. H. (1993). Effects of diets of different protein content on food consumption, gut retention, protein conversion, and growth of Cebidichthys violaceus (Girard), an herbivorous fish of temperate zone marine waters. Journal of Experimental Marine Biology and Ecology, 166(2), 185–202.",
Sarpa_salpa,10,10A,lab,Perciformes,Sparidae,Sarpa,herbivore,37,-7.8,Ria Formosa Portugal,seagrass,seagrass,Three species seagrass,17.3,1.2,17.5,2.862200881,2.6,9,adult,standard,387,5.958424693,,,23,27,727,143,27.5,,,27,"Goldenberg, S. U., & Erzini, K. (2014). Seagrass feeding choices and digestive strategies of the herbivorous fish Sarpa salpa. Journal of Fish Biology, 84(5), 1474–1489.",
Pterois_volitans,24,24A,lab,Perciformes,Scorpaenidae,Pterois,carnivore,25.086515,-80.447281,Florida Keys,carnivore,carnivore,Silverside,28,,11,2.397895273,,4,adult,standard,193,5.262690189,178,217,14,5.3,,,,,,,"Garner, J.G. (2017). Gut throughput rate and satiation of the invasive lionfish (Pterois volitans) and its potential impact on an endemic, endangered labrid fish Halichoeres socialis.  MSc Thesis.  Boston University.  Retrieved from https://open.bu.edu/handle/2144/24082",KP Aquatics website says fish are supplied from the Florida Keys.
Gobius_cobitis,8,8C,lab,Perciformes,Gobiidae,Gobius,herbivore,48.7,-4,Roscoff France,macroalgae,macroalgae,Ulva,14,0.5,22.8,3.126760536,12.2,4,,standard,149,5.003946306,102,197,,,71.5,,,19,124,,"Horn, M. H., & Gibson, R. N. (1990). Effects of temperature on the food processing of three species of seaweed-eating fishes from European coastal waters. Journal of Fish Biology, 37(2), 237–247.",Didn't include data for Lipophrys pholis because they fed it an omnivorous diet.
Parablennius_sanguinolentus,8,8E,lab,Perciformes,Blenniidae,Parablennius,herbivore,39.7,3.5,Cala Ratjada Spain,macroalgae,macroalgae,Ulva,14,0.5,29.5,3.384390263,,4,adult,standard,106,4.663439094,86,126,,,16.5,,,7,26,,"Horn, M. H., & Gibson, R. N. (1990). Effects of temperature on the food processing of three species of seaweed-eating fishes from European coastal waters. Journal of Fish Biology, 37(2), 237–247.",Didn't include data for Lipophrys pholis because they fed it an omnivorous diet.
Gobius_cobitis,8,8J,lab,Perciformes,Gobiidae,Gobius,herbivore,48.7,-4,Roscoff France,macroalgae,macroalgae,Ulva,20,0.5,4.9588,1.601163776,,4,,standard,149,5.003946306,102,197,,,71.5,,,19,124,,"Horn, M. H., & Gibson, R. N. (1990). Effects of temperature on the food processing of three species of seaweed-eating fishes from European coastal waters. Journal of Fish Biology, 37(2), 237–247.",Didn't include data for Lipophrys pholis because they fed it an omnivorous diet.
Parablennius_sanguinolentus,8,8F,lab,Perciformes,Blenniidae,Parablennius,herbivore,39.7,3.5,Cala Ratjada Spain,macroalgae,macroalgae,Ulva,20,0.5,5.6745,1.735982454,,4,adult,standard,106,4.663439094,86,126,,,16.5,,,7,26,,"Horn, M. H., & Gibson, R. N. (1990). Effects of temperature on the food processing of three species of seaweed-eating fishes from European coastal waters. Journal of Fish Biology, 37(2), 237–247.",Didn't include data for Lipophrys pholis because they fed it an omnivorous diet.
Gobius_cobitis,8,8K,lab,Perciformes,Gobiidae,Gobius,herbivore,48.7,-4,Roscoff France,macroalgae,macroalgae,Ulva,25,0.5,3.9413,1.371510618,,4,,standard,149,5.003946306,102,197,,,71.5,,,19,124,,"Horn, M. H., & Gibson, R. N. (1990). Effects of temperature on the food processing of three species of seaweed-eating fishes from European coastal waters. Journal of Fish Biology, 37(2), 237–247.",Didn't include data for Lipophrys pholis because they fed it an omnivorous diet.
Parablennius_sanguinolentus,8,8G,lab,Perciformes,Blenniidae,Parablennius,herbivore,39.7,3.5,Cala Ratjada Spain,macroalgae,macroalgae,Ulva,25,0.5,5.1743,1.643704064,,4,adult,standard,106,4.663439094,86,126,,,16.5,,,7,26,,"Horn, M. H., & Gibson, R. N. (1990). Effects of temperature on the food processing of three species of seaweed-eating fishes from European coastal waters. Journal of Fish Biology, 37(2), 237–247.",Didn't include data for Lipophrys pholis because they fed it an omnivorous diet.
Gobius_cobitis,8,8L,lab,Perciformes,Gobiidae,Gobius,herbivore,48.7,-4,Roscoff France,macroalgae,macroalgae,Ulva,30,0.5,2,0.693147181,,4,,standard,149,5.003946306,102,197,,,71.5,,,19,124,,"Horn, M. H., & Gibson, R. N. (1990). Effects of temperature on the food processing of three species of seaweed-eating fishes from European coastal waters. Journal of Fish Biology, 37(2), 237–247.",Didn't include data for Lipophrys pholis because they fed it an omnivorous diet.
Parablennius_sanguinolentus,8,8H,lab,Perciformes,Blenniidae,Parablennius,herbivore,39.7,3.5,Cala Ratjada Spain,macroalgae,macroalgae,Ulva,30,0.5,2,0.693147181,,4,adult,standard,106,4.663439094,86,126,,,16.5,,,7,26,,"Horn, M. H., & Gibson, R. N. (1990). Effects of temperature on the food processing of three species of seaweed-eating fishes from European coastal waters. Journal of Fish Biology, 37(2), 237–247.",Didn't include data for Lipophrys pholis because they fed it an omnivorous diet.
Cebidichthys_violaceus,16,16A,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,macroalgae (fermenter),Mixed algae,15,,15,2.708050201,4.6,15,juvenile,standard,150,5.010635294,100,200,,,,,,,,,"Horn, M. H., Mailhiot, K. F., Fris, M. B., & McClanahan, L. L. (1995). Growth, consumption, assimilation and excretion in the marine herbivorous fish Cebidichthys violaceus (Girard) fed natural and high protein diets. Journal of Experimental Marine Biology and Ecology, 190(1), 97–108.",
Cebidichthys_violaceus,16,16C,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,macroalgae (fermenter),Mixed algae plus protein,15,,19.2,2.954910279,5.9,13,juvenile,standard,150,5.010635294,100,200,,,,,,,,,"Horn, M. H., Mailhiot, K. F., Fris, M. B., & McClanahan, L. L. (1995). Growth, consumption, assimilation and excretion in the marine herbivorous fish Cebidichthys violaceus (Girard) fed natural and high protein diets. Journal of Experimental Marine Biology and Ecology, 190(1), 97–108.",
Cebidichthys_violaceus,16,16B,lab,Perciformes,Stichaedae,Cebidichthys,herbivore,35.66,-121.3,Piedras Blancas USA,macroalgae,macroalgae (fermenter),Mixed algae plus protein,15,,21.1,3.04927304,5.4,13,juvenile,standard,150,5.010635294,100,200,,,,,,,,,"Horn, M. H., Mailhiot, K. F., Fris, M. B., & McClanahan, L. L. (1995). Growth, consumption, assimilation and excretion in the marine herbivorous fish Cebidichthys violaceus (Girard) fed natural and high protein diets. Journal of Experimental Marine Biology and Ecology, 190(1), 97–108.",
Engraulis_capensis,30,30A,lab,Clupeiformes,Engraulidae,Engraulis,herbivore,-34.1,18.4,Cape Town South Africa,diatoms,diatoms,Chaetoceros,16.2,,0.75,-0.287682072,,,adult,,95,4.553876892,88,101,,,,,,,,,"James, A. G., Probyn, T., & Seiderer, L. J. (1989). Nitrogen excretion and absorption efficiencies of the Cape anchovy Engraulis capensis Gilchrist fed upon a variety of plankton diets. Journal of Experimental Marine Biology and Ecology, 131(2), 101–124. ",
Engraulis_capensis,30,30B,lab,Clupeiformes,Engraulidae,Engraulis,carnivore,-34.1,18.4,Cape Town South Africa,zooplankton,zooplankton,"Copepods, artemia, cladocerans, brachionus",16.2,,0.91,-0.094310679,0.37,,adult,,95,4.553876892,88,101,,,,,,,,,"James, A. G., Probyn, T., & Seiderer, L. J. (1989). Nitrogen excretion and absorption efficiencies of the Cape anchovy Engraulis capensis Gilchrist fed upon a variety of plankton diets. Journal of Experimental Marine Biology and Ecology, 131(2), 101–124. ",
Hyporhamphus_melanochir,13,13A,lab,Perciformes,Hemiramphidae,Hyporhamphus,carnivore,-38.8,146.33,Corner Inlet Australia,carnivore,carnivore,Invertebrates,17,,8.3,2.116255515,,10,juvenile/adult,fork,155,5.043425117,120,400,,,,,,,,,"Klumpp, D., & Nichols, P. (1983). Nutrition of the southern sea garfish Hyporhamphus melanochir: Gut passage rate and daily consumption of two food types and assimilation of seagrass components. Marine Ecology Progress Series, 12, 207–216. ",
Hyporhamphus_melanochir,13,13A,lab,Perciformes,Hemiramphidae,Hyporhamphus,herbivore,-38.8,146.33,Corner Inlet Australia,seagrass,seagrass,Seagrass,17,,4.4,1.481604541,,10,juvenile/adult,fork,155,5.043425117,120,400,,,,,,,,,"Klumpp, D., & Nichols, P. (1983). Nutrition of the southern sea garfish Hyporhamphus melanochir: Gut passage rate and daily consumption of two food types and assimilation of seagrass components. Marine Ecology Progress Series, 12, 207–216. ",
Scomber_scombrus,32,32A,lab,Scombriformes,Scombridae,Scomber,carnivore,46.5,-63.8,Malpeque Bay PEI Canada,carnivore,carnivore,Menidia menidia,17.5,0.5,2,0.693147181,,,,,320,5.768320996,271,386,20.9,31,,,,,,,"Lambert, T. C. (1985). Gastric emptying time and assimilation efficiency in Atlantic mackerel ( Scomber scombrus ). Canadian Journal of Zoology, 63(4), 817–820.",
Atherinops_affinis,3,3A,lab,Atheriniformes,Atherinopsidae,Atherinops,herbivore,33.6,-117.8,Newport Bay USA,macroalgae,macroalgae,"Enteromorpha intestinalis, Ulva expansa",22,1,2.1,0.741937345,0.5,12,adult,standard,136,4.912654886,102,170,,,,,,,,,"Logothetis, E. (2001). Gut morphology and function in Atherinops affinis (Teleostei: Atherinopsidae), a stomachless omnivore feeding on macroalgae. Journal of Fish Biology, 59(5), 1298–1312. ",Took midpoint of length range of fish from the specimens used in the enzyme activity assays because no size range (except >100 mm) was reported for the feeding trials.
Pomacentrus_amboinensis,2,2A,lab,Perciformes,Pomacentridae,Pomacentrus,herbivore,-18.6,146.5,Orpheus Island Australia,macroalgae,macroalgae,Enteromorpha sp.,26,0.5,4.6,1.526056303,1,12,adult,standard,52,3.951243719,48,56,,,5.6,,,4,7.2,,"Marnane, M. J., & Bellwood, D. R. (1997). Marker technique for investigating gut throughput rates in coral reef fishes. Marine Biology, 129(1), 15–22.",Took average length and mass as midpoint of ranges.
Lagodon_rhomboides,9,9A,lab,Perciformes,Sparidae,Lagodon,carnivore,34.7,-76.7,Beaufort North Carolina USA,carnivore,carnivore,Paleomonetes pugio,24,1,12,2.48490665,,,juvenile,standard,65,4.17438727,65,,,,,,,,,,"Montgomery, J. L. M., & Targett, T. E. (1992). The nutritional role of seagrass in the diet of the omnivorous pinfish Lagodon rhomboides (L.). Journal of Experimental Marine Biology and Ecology, 158(1), 37–57. http://doi.org/10.1016/0022-0981(92)90307-V",
Katsuwonus_pelamis,23,23A,lab,Perciformes,Scombridae,Katsuwonus,carnivore,21.2,-157.2,"Honolulu Hawaii, but captured in ocean ocean (not very specific in description)",carnivore,carnivore,shrimp,23,,1.4,0.336472237,0.02,2,adult,,415,6.02827852,,,,,907,,,,,,"Nakamura, E. L. (1962). Observations on the Behavior of Skipjack Tuna, Euthynnus pelamis, in Captivity. Copeia, 1962(3), 499–505.","Estimated length from the weight and weight/length formula provided in the paper they cited (Tester and Nakamura 1957).   Changed name from Euthynnus pelamis to accepted synonym, Katsuwonus pelamis"
Abudefduf_saxatilis,21,21B,lab,Perciformes,Pomacentridae,Abudefduf,carnivore,9.33,-82.25,Bocas del Toro Panama,carnivore,carnivore,Shrimp,26,1.7,5.7,1.740466175,1.4,3,adult,standard,113,4.727387819,110,120,5.773502692,3,344,9.4,5.4,71.5,88.4,3,Personal data,
Siganus_fusescens,6,6A,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,macroalgae,Acanthophora spicifera,23,1,2.4,0.875468737,0.1,16,adult,standard,100,4.605170186,90,110,,,,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Used midpoint length as no average length was reported.  Only used three algae that were consumed in reasonable amounts in feeding choice expts (>20%)
Siganus_fusescens,6,6B,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,macroalgae,macroalgae,Gracilaria edulis,23,1,3.7,1.30833282,0.3,16,adult,standard,100,4.605170186,90,110,,,,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Used midpoint length as no average length was reported.  Only used three algae that were consumed in reasonable amounts in feeding choice expts (>20%)
Siganus_fusescens,6,6C,lab,Perciformes,Siganidae,Siganus,herbivore,-27.57,153.3,Point O'Hallaran Australia,seagrass,seagrass,Zostera capricorni,23,1,7.2,1.974081026,0.2,16,adult,standard,100,4.605170186,90,110,,,,,,,,,"Pillans, R. D., Franklin, C. E., & Tibbetts, I. R. (2004). Food choice in Siganus fuscescens: influence of macrophyte nutrient content and availability. Journal of Fish Biology, 64(2), 297–309.",Used midpoint length as no average length was reported.  Only used three algae that were consumed in reasonable amounts in feeding choice expts (>20%)
Scarus_sordidus,15,15C,wild,Perciformes,Scaridae,Scarus,herbivore,-17.5,-149.9,French Moorea,macroalgae,macroalgae,,24.1,,0.9,-0.105360516,,6,adult,total,172,5.147494477,94,215,,,,,,,,,"Polunin, N. V. C., Harmelin-Vivien, M., & Galzin, R. (1995). Contrasts in algal food processing among five herbivorous coral-reef fishes. Journal of Fish Biology, 47(3), 455–465.",
Acanthurus_nigrofuscus,15,15A,wild,Perciformes,Acanthuridae,Acanthurus,herbivore,-17.5,-149.9,French Moorea,macroalgae,macroalgae,,24.1,,1.9,0.641853886,,6,adult,total,140,4.941642423,121,160,,,,,,,,,"Polunin, N. V. C., Harmelin-Vivien, M., & Galzin, R. (1995). Contrasts in algal food processing among five herbivorous coral-reef fishes. Journal of Fish Biology, 47(3), 455–465.",
Ctenochaetus_striatus,15,15B,wild,Perciformes,Scaridae,Ctenochaetus,herbivore,-17.5,-149.9,French Moorea,macroalgae,macroalgae,,24.1,,2.1,0.741937345,,6,adult,total,166,5.111987788,135,192,,,,,,,,,"Polunin, N. V. C., Harmelin-Vivien, M., & Galzin, R. (1995). Contrasts in algal food processing among five herbivorous coral-reef fishes. Journal of Fish Biology, 47(3), 455–465.",
Stegastes_nigricans,15,15D,wild,Perciformes,Pomacentridae,Stegastes,herbivore,-17.5,-149.9,French Moorea,macroalgae,macroalgae,,24.1,,2.4,0.875468737,,6,adult,total,140,4.941642423,110,162,,,,,,,,,"Polunin, N. V. C., Harmelin-Vivien, M., & Galzin, R. (1995). Contrasts in algal food processing among five herbivorous coral-reef fishes. Journal of Fish Biology, 47(3), 455–465.",
Zebrasoma_scopas,15,15E,wild,Perciformes,Acanthuridae,Zebrasoma,herbivore,-17.5,-149.9,French Moorea,macroalgae,macroalgae,,24.1,,4.5,1.504077397,,6,adult,total,138,4.927253685,98,180,,,,,,,,,"Polunin, N. V. C., Harmelin-Vivien, M., & Galzin, R. (1995). Contrasts in algal food processing among five herbivorous coral-reef fishes. Journal of Fish Biology, 47(3), 455–465.",
Acanthurus_triostegus,17,17A,lab,Perciformes,Acanthuridae,Acanthurus,herbivore,21,-157.7,Hawaii,macroalgae,macroalgae,"Enteromorpha, Polysiphonia",23.4,0.4,2.4,0.875468737,,2,adult,standard,126,4.836281907,123,128,3.5,2,,,,,,,"Randall, J. E. (1961). Contribution to the Biology of the Convict Surgeonfish of the Hawaiian Islands, Acanthurus triostegus sandvicensis. Pacific Science, 15(2), 215-272.","Described holding other manini for digestive experiments at 23.4 degrees, assumed the same temperature for the digestion rate experiment."
Acanthurus_triostegus,17,17C,lab,Perciformes,Acanthuridae,Acanthurus,herbivore,21,-157.7,Hawaii,macroalgae,macroalgae,Polysiphonia,23.4,0.4,1.75,0.559615788,,,juvenile,standard,28,3.33220451,26,30,,,,,,,,,"Randall, J. E. (1961). Contribution to the Biology of the Convict Surgeonfish of the Hawaiian Islands, Acanthurus triostegus sandvicensis. Pacific Science, 15(2), 215-272.","Described holding other manini for digestive experiments at 23.4 degrees, assumed the same temperature for the digestion rate experiment."
